year,month,us_state,nerc_region,climate_region,climate_category,anomaly_level,outage_duration,cause_category,demand_loss_mw,customers_affected,total_price,total_sales,total_customers,poppct_urban,popden_urban,areapct_urban,util_realgsp,total_realgsp,util_contri,population,outage_start_datetime,outage_restoration_datetime
2013.0,1.0,Tennessee,SERC,Central,normal,-0.4,2818.0,severe weather,,80000.0,9.23,8707973.0,3209121.0,66.39,1450.3,7.05,1827,270562,0.675261123143679,6496130.0,2013-01-17 19:02:00,2013-01-19 18:00:00
2011.0,4.0,Tennessee,SERC,Central,cold,-0.5,5054.0,severe weather,359.0,63000.0,8.91,7278927.0,3174123.0,66.39,1450.3,7.05,1798,258910,0.694449808813874,6398408.0,2011-04-04 11:47:00,2011-04-08 00:01:00
2009.0,6.0,Tennessee,SERC,Central,normal,0.4,136.0,severe weather,860.0,136000.0,8.87,7790440.0,3153916.0,66.39,1450.3,7.05,1598,247321,0.64612386331933,6306019.0,2009-06-12 16:37:00,2009-06-12 18:53:00
2014.0,3.0,Tennessee,SERC,Central,normal,-0.4,528.0,severe weather,,65904.0,9.65,8080023.0,3229998.0,66.39,1450.3,7.05,1739,274775,0.632881448457829,6547779.0,2014-03-03 06:40:00,2014-03-03 15:28:00
2011.0,4.0,Tennessee,SERC,Central,cold,-0.5,46.0,equipment failure,140.0,,8.91,7278927.0,3174123.0,66.39,1450.3,7.05,1798,258910,0.694449808813874,6398408.0,2011-04-25 16:33:00,2011-04-25 17:19:00
2014.0,6.0,Tennessee,SERC,Central,normal,0.0,1.0,intentional attack,,,9.93,8404698.0,3229998.0,66.39,1450.3,7.05,1739,274775,0.632881448457829,6547779.0,2014-06-24 14:54:00,2014-06-24 14:55:00
2014.0,1.0,Tennessee,SERC,Central,cold,-0.5,1920.0,severe weather,,,9.13,9549176.0,3229998.0,66.39,1450.3,7.05,1739,274775,0.632881448457829,6547779.0,2014-01-23 04:00:00,2014-01-24 12:00:00
2009.0,1.0,Tennessee,SERC,Central,cold,-0.7,32.0,severe weather,850.0,,9.16,8739380.0,3153916.0,66.39,1450.3,7.05,1598,247321,0.64612386331933,6306019.0,2009-01-27 21:45:00,2009-01-27 22:17:00
2014.0,1.0,Wisconsin,MRO,East North Central,cold,-0.5,135.0,intentional attack,,,10.28,6442931.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-01-22 00:30:00,2014-01-22 02:45:00
2005.0,11.0,Wisconsin,RFC,East North Central,cold,-0.5,3000.0,severe weather,10.0,48000.0,7.5,5398464.0,2845292.0,70.15,2123.3,3.47,4656,251054,1.85458108614083,5546166.0,2005-11-12 16:00:00,2005-11-14 18:00:00
2013.0,8.0,Wisconsin,MRO,East North Central,normal,-0.3,32.0,severe weather,15.0,7000.0,11.1,6291012.0,2966058.0,70.15,2123.3,3.47,5022,263089,1.9088597394798,5743653.0,2013-08-29 14:57:00,2013-08-29 15:29:00
2014.0,1.0,Wisconsin,RFC,East North Central,cold,-0.5,108713.0,fuel supply emergency,,,10.28,6442931.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-01-24 00:00:00,2014-04-09 11:53:00
2014.0,4.0,Wisconsin,MRO,East North Central,normal,-0.2,8468.0,fuel supply emergency,,,10.39,5330888.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-04-03 14:45:00,2014-04-09 11:53:00
2003.0,7.0,Wisconsin,RFC,East North Central,normal,0.1,960.0,severe weather,150.0,52000.0,6.96,6188772.0,2753247.0,70.15,2123.3,3.47,4616,238635,1.93433486286588,5479203.0,2003-07-04 06:00:00,2003-07-04 22:00:00
2014.0,1.0,Wisconsin,MRO,East North Central,cold,-0.5,44.0,intentional attack,,,10.28,6442931.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-01-29 16:00:00,2014-01-29 16:44:00
2016.0,1.0,Wisconsin,MRO,East North Central,warm,2.2,1605.0,intentional attack,0.0,0.0,10.79,6083211.0,3017146.0,70.15,2123.3,3.47,4900,277464,1.76599486780267,5772917.0,2016-01-04 05:15:00,2016-01-05 08:00:00
2005.0,9.0,Wisconsin,RFC,East North Central,normal,0.0,4410.0,severe weather,600.0,110000.0,7.69,5966551.0,2845292.0,70.15,2123.3,3.47,4656,251054,1.85458108614083,5546166.0,2005-09-13 18:30:00,2005-09-16 20:00:00
2010.0,8.0,Wisconsin,MRO,East North Central,cold,-1.2,388.0,public appeal,30.0,7600.0,10.17,6717006.0,2937600.0,70.15,2123.3,3.47,5026,252013,1.99434156174483,5690204.0,2010-08-12 15:42:00,2010-08-12 22:10:00
2010.0,10.0,Wisconsin,MRO,East North Central,cold,-1.5,480.0,severe weather,,63000.0,9.63,5352037.0,2937600.0,70.15,2123.3,3.47,5026,252013,1.99434156174483,5690204.0,2010-10-27 04:00:00,2010-10-27 12:00:00
2003.0,4.0,Wisconsin,MRO,East North Central,normal,0.0,1219.0,intentional attack,0.0,0.0,6.65,5055727.0,2753247.0,70.15,2123.3,3.47,4616,238635,1.93433486286588,5479203.0,2003-04-28 15:41:00,2003-04-29 12:00:00
2014.0,1.0,Wisconsin,MRO,East North Central,cold,-0.5,90.0,intentional attack,,,10.28,6442931.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-01-24 15:30:00,2014-01-24 17:00:00
2014.0,3.0,Wisconsin,MRO,East North Central,normal,-0.4,18720.0,fuel supply emergency,,,10.26,5892307.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-03-04 09:06:00,2014-03-17 09:06:00
2014.0,6.0,Wisconsin,MRO,East North Central,normal,0.0,538.0,severe weather,424.0,120000.0,10.98,5757447.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-06-30 17:55:00,2014-07-01 02:53:00
2013.0,8.0,Wisconsin,MRO,East North Central,normal,-0.3,104.0,fuel supply emergency,,,11.1,6291012.0,2966058.0,70.15,2123.3,3.47,5022,263089,1.9088597394798,5743653.0,2013-08-07 07:30:00,2013-08-07 09:14:00
2014.0,1.0,Wisconsin,MRO,East North Central,cold,-0.5,60.0,intentional attack,,,10.28,6442931.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-01-22 13:55:00,2014-01-22 14:55:00
2013.0,8.0,Wisconsin,MRO,East North Central,normal,-0.3,1272.0,severe weather,220.0,51160.0,11.1,6291012.0,2966058.0,70.15,2123.3,3.47,5022,263089,1.9088597394798,5743653.0,2013-08-07 00:15:00,2013-08-07 21:27:00
2014.0,1.0,Wisconsin,MRO,East North Central,cold,-0.5,60.0,intentional attack,,,10.28,6442931.0,2982802.0,70.15,2123.3,3.47,4680,268742,1.74144718726511,5759432.0,2014-01-25 10:00:00,2014-01-25 11:00:00
2015.0,3.0,West Virginia,RFC,Central,warm,0.6,1.0,intentional attack,24.0,,8.02,2822167.0,1014964.0,48.72,1409.9,2.66,1841,66661,2.76173474745353,1844128.0,2015-03-22 16:25:00,2015-03-22 16:26:00
2014.0,6.0,West Virginia,RFC,Central,normal,0.0,1000.0,severe weather,,66383.0,7.65,2577255.0,1015713.0,48.72,1409.9,2.66,1891,67236,2.81248140876911,1848751.0,2014-06-10 21:50:00,2014-06-11 14:30:00
2012.0,10.0,West Virginia,RFC,Central,normal,0.3,17279.0,severe weather,,208000.0,8.1,2481277.0,1016833.0,48.72,1409.9,2.66,1968,65859,2.98820206805448,1856283.0,2012-10-29 00:00:00,2012-11-09 23:59:00
2012.0,6.0,West Virginia,RFC,Central,normal,-0.1,9576.0,severe weather,700.0,265000.0,8.0,2407180.0,1016833.0,48.72,1409.9,2.66,1968,65859,2.98820206805448,1856283.0,2012-06-29 18:24:00,2012-07-06 10:00:00
2011.0,5.0,Michigan,RFC,East North Central,normal,-0.4,3090.0,severe weather,250.0,113000.0,10.36,8180730.0,4783420.0,74.57,2034.1,6.41,8716,394564,2.20902058981559,9876589.0,2011-05-29 18:30:00,2011-05-31 22:00:00
2005.0,9.0,Michigan,ECAR,East North Central,normal,0.0,6510.0,severe weather,366.0,53000.0,7.54,9311816.0,4807438.0,74.57,2034.1,6.41,7957,433012,1.83759341542498,10051137.0,2005-09-22 11:00:00,2005-09-26 23:30:00
2003.0,11.0,Michigan,ECAR,East North Central,normal,0.3,5820.0,severe weather,82.0,245000.0,6.52,8667198.0,4713966.0,74.57,2034.1,6.41,8288,429436,1.92997326726218,10041152.0,2003-11-12 17:00:00,2003-11-16 18:00:00
2011.0,7.0,Michigan,RFC,East North Central,normal,-0.3,1078.0,public appeal,8881.0,,11.04,10846247.0,4783420.0,74.57,2034.1,6.41,8716,394564,2.20902058981559,9876589.0,2011-07-21 12:32:00,2011-07-22 06:30:00
2016.0,2.0,Michigan,RFC,East North Central,warm,2.0,1513.0,severe weather,,145314.0,10.88,8013690.0,4855877.0,74.57,2034.1,6.41,8303,430412,1.92908190292092,9933445.0,2016-02-19 22:00:00,2016-02-20 23:13:00
2007.0,7.0,Michigan,RFC,East North Central,normal,-0.4,4830.0,severe weather,,60000.0,8.76,10002112.0,4829741.0,74.57,2034.1,6.41,8589,420411,2.04300077781029,10001284.0,2007-07-19 15:00:00,2007-07-22 23:30:00
2003.0,8.0,Michigan,ECAR,East North Central,normal,0.2,3051.0,system operability disruption,11000.0,2100000.0,7.18,10086037.0,4713966.0,74.57,2034.1,6.41,8288,429436,1.92997326726218,10041152.0,2003-08-14 16:09:00,2003-08-16 19:00:00
2003.0,4.0,Michigan,ECAR,East North Central,normal,0.0,4200.0,severe weather,300.0,425000.0,6.52,8450792.0,4713966.0,74.57,2034.1,6.41,8288,429436,1.92997326726218,10041152.0,2003-04-03 19:00:00,2003-04-06 17:00:00
2011.0,5.0,Michigan,RFC,East North Central,normal,-0.4,2085.0,system operability disruption,585.0,78213.0,10.36,8180730.0,4783420.0,74.57,2034.1,6.41,8716,394564,2.20902058981559,9876589.0,2011-05-10 03:25:00,2011-05-11 14:10:00
2010.0,6.0,Michigan,RFC,East North Central,normal,-0.4,5730.0,severe weather,,150000.0,10.25,8907617.0,4778219.0,74.57,2034.1,6.41,8524,385039,2.21380171878693,9877369.0,2010-06-18 20:00:00,2010-06-22 19:30:00
2014.0,4.0,Michigan,RFC,East North Central,normal,-0.2,4290.0,severe weather,,164000.0,10.84,7799973.0,4808839.0,74.57,2034.1,6.41,8205,413188,1.98577887063516,9916306.0,2014-04-12 20:00:00,2014-04-15 19:30:00
2012.0,3.0,Michigan,RFC,East North Central,normal,-0.4,2670.0,severe weather,50.0,140000.0,10.56,8237896.0,4784786.0,74.57,2034.1,6.41,8323,400697,2.07713059992962,9886879.0,2012-03-02 21:00:00,2012-03-04 17:30:00
2009.0,4.0,Michigan,RFC,East North Central,normal,-0.1,3540.0,severe weather,75.0,70793.0,8.6,7445186.0,4787403.0,74.57,2034.1,6.41,7769,366401,2.12035447501508,9901591.0,2009-04-06 01:00:00,2009-04-08 12:00:00
2007.0,12.0,Michigan,RFC,East North Central,cold,-1.3,3637.0,severe weather,50.0,134288.0,8.38,9001598.0,4829741.0,74.57,2034.1,6.41,8589,420411,2.04300077781029,10001284.0,2007-12-23 05:30:00,2007-12-25 18:07:00
2015.0,11.0,Michigan,RFC,East North Central,warm,2.2,1710.0,severe weather,,60000.0,10.72,7779271.0,4821758.0,74.57,2034.1,6.41,7532,422454,1.78291600979042,9922576.0,2015-11-21 20:30:00,2015-11-23 01:00:00
2007.0,7.0,Michigan,RFC,East North Central,normal,-0.4,4320.0,severe weather,,69000.0,8.76,10002112.0,4829741.0,74.57,2034.1,6.41,8589,420411,2.04300077781029,10001284.0,2007-07-05 19:00:00,2007-07-08 19:00:00
2009.0,10.0,Michigan,RFC,East North Central,warm,0.9,3915.0,severe weather,,75000.0,9.32,8086396.0,4787403.0,74.57,2034.1,6.41,7769,366401,2.12035447501508,9901591.0,2009-10-07 05:45:00,2009-10-09 23:00:00
2005.0,6.0,Michigan,ECAR,East North Central,normal,0.2,3120.0,severe weather,55.0,105000.0,7.47,10034838.0,4807438.0,74.57,2034.1,6.41,7957,433012,1.83759341542498,10051137.0,2005-06-05 14:00:00,2005-06-07 18:00:00
2009.0,6.0,Michigan,RFC,East North Central,normal,0.4,4590.0,severe weather,,118000.0,9.89,8117814.0,4787403.0,74.57,2034.1,6.41,7769,366401,2.12035447501508,9901591.0,2009-06-25 15:30:00,2009-06-28 20:00:00
2005.0,6.0,Michigan,ECAR,East North Central,normal,0.2,7530.0,severe weather,1826.0,201580.0,7.47,10034838.0,4807438.0,74.57,2034.1,6.41,7957,433012,1.83759341542498,10051137.0,2005-06-05 14:00:00,2005-06-10 19:30:00
2013.0,11.0,Michigan,RFC,East North Central,normal,-0.3,5034.0,severe weather,,325325.0,10.93,8134221.0,4799011.0,74.57,2034.1,6.41,8250,406985,2.02710173593621,9900506.0,2013-11-17 07:00:00,2013-11-20 18:54:00
2005.0,11.0,Michigan,ECAR,East North Central,cold,-0.5,8160.0,severe weather,212.0,118000.0,7.22,8378192.0,4807438.0,74.57,2034.1,6.41,7957,433012,1.83759341542498,10051137.0,2005-11-06 07:30:00,2005-11-11 23:30:00
2003.0,7.0,Michigan,ECAR,East North Central,normal,0.1,3300.0,severe weather,82.0,131000.0,7.01,10260246.0,4713966.0,74.57,2034.1,6.41,8288,429436,1.92997326726218,10041152.0,2003-07-04 09:00:00,2003-07-06 16:00:00
2011.0,2.0,Michigan,RFC,East North Central,cold,-1.0,4320.0,severe weather,262.0,160000.0,10.21,8089925.0,4783420.0,74.57,2034.1,6.41,8716,394564,2.20902058981559,9876589.0,2011-02-20 16:00:00,2011-02-23 16:00:00
2011.0,1.0,Michigan,RFC,East North Central,cold,-1.3,1770.0,intentional attack,0.0,0.0,9.9,9092427.0,4783420.0,74.57,2034.1,6.41,8716,394564,2.20902058981559,9876589.0,2011-01-26 09:33:00,2011-01-27 15:03:00
2013.0,12.0,Michigan,RFC,East North Central,normal,-0.3,9857.0,severe weather,,50000.0,11.09,8964092.0,4799011.0,74.57,2034.1,6.41,8250,406985,2.02710173593621,9900506.0,2013-12-22 03:28:00,2013-12-28 23:45:00
2012.0,10.0,Michigan,RFC,East North Central,normal,0.3,4080.0,severe weather,,133777.0,10.68,8237593.0,4784786.0,74.57,2034.1,6.41,8323,400697,2.07713059992962,9886879.0,2012-10-30 02:00:00,2012-11-01 22:00:00
2009.0,4.0,Michigan,RFC,East North Central,normal,-0.1,5670.0,severe weather,,125000.0,8.6,7445186.0,4787403.0,74.57,2034.1,6.41,7769,366401,2.12035447501508,9901591.0,2009-04-25 14:30:00,2009-04-29 13:00:00
2004.0,5.0,Michigan,ECAR,East North Central,normal,0.2,5700.0,severe weather,200.0,248209.0,6.62,8763874.0,4767997.0,74.57,2034.1,6.41,8431,427602,1.97169330358604,10055315.0,2004-05-21 13:00:00,2004-05-25 12:00:00
2015.0,8.0,Michigan,RFC,East North Central,warm,1.4,1995.0,severe weather,,162000.0,11.51,9328886.0,4821758.0,74.57,2034.1,6.41,7532,422454,1.78291600979042,9922576.0,2015-08-02 17:45:00,2015-08-04 03:00:00
2016.0,7.0,Michigan,RFC,East North Central,normal,-0.3,300.0,severe weather,,160895.0,9.895,8867826.0,4855877.0,74.57,2034.1,6.41,8303,430412,1.92908190292092,9933445.0,2016-07-08 19:00:00,2016-07-09 00:00:00
2008.0,12.0,Michigan,RFC,East North Central,cold,-0.7,5115.0,severe weather,,210517.0,9.01,8995326.0,4821866.0,74.57,2034.1,6.41,8332,398843,2.08904255559205,9946889.0,2008-12-28 04:45:00,2008-12-31 18:00:00
2012.0,7.0,Michigan,RFC,East North Central,normal,0.1,2670.0,severe weather,,111000.0,12.15,11002234.0,4784786.0,74.57,2034.1,6.41,8323,400697,2.07713059992962,9886879.0,2012-07-05 00:00:00,2012-07-06 20:30:00
2008.0,12.0,Michigan,RFC,East North Central,cold,-0.7,7650.0,severe weather,,247847.0,9.01,8995326.0,4821866.0,74.57,2034.1,6.41,8332,398843,2.08904255559205,9946889.0,2008-12-27 16:00:00,2009-01-01 23:30:00
2015.0,6.0,Michigan,RFC,East North Central,warm,1.0,4338.0,severe weather,,68000.0,10.95,8481747.0,4821758.0,74.57,2034.1,6.41,7532,422454,1.78291600979042,9922576.0,2015-06-27 17:00:00,2015-06-30 17:18:00
2003.0,9.0,Michigan,RFC,East North Central,normal,0.2,761.0,equipment failure,310.0,,6.74,9160788.0,4713966.0,74.57,2034.1,6.41,8288,429436,1.92997326726218,10041152.0,2003-09-07 05:19:00,2003-09-07 18:00:00
2013.0,11.0,Michigan,RFC,East North Central,normal,-0.3,5760.0,severe weather,,50000.0,10.93,8134221.0,4799011.0,74.57,2034.1,6.41,8250,406985,2.02710173593621,9900506.0,2013-11-17 16:45:00,2013-11-21 16:45:00
2010.0,10.0,Michigan,RFC,East North Central,cold,-1.5,2820.0,severe weather,240.0,285000.0,9.54,8008227.0,4778219.0,74.57,2034.1,6.41,8524,385039,2.21380171878693,9877369.0,2010-10-27 08:00:00,2010-10-29 07:00:00
2008.0,1.0,Michigan,RFC,East North Central,cold,-1.4,4110.0,severe weather,,86915.0,8.51,9306895.0,4821866.0,74.57,2034.1,6.41,8332,398843,2.08904255559205,9946889.0,2008-01-29 22:00:00,2008-02-01 18:30:00
2004.0,10.0,Michigan,ECAR,East North Central,warm,0.7,3360.0,severe weather,60.0,122000.0,6.96,8555330.0,4767997.0,74.57,2034.1,6.41,8431,427602,1.97169330358604,10055315.0,2004-10-30 10:00:00,2004-11-01 18:00:00
2009.0,12.0,Michigan,RFC,East North Central,warm,1.3,3015.0,severe weather,,65562.0,9.64,8770574.0,4787403.0,74.57,2034.1,6.41,7769,366401,2.12035447501508,9901591.0,2009-12-10 17:45:00,2009-12-12 20:00:00
2015.0,9.0,Michigan,RFC,East North Central,warm,1.7,232.0,severe weather,,50114.0,10.81,8658859.0,4821758.0,74.57,2034.1,6.41,7532,422454,1.78291600979042,9922576.0,2015-09-03 02:33:00,2015-09-03 06:25:00
2011.0,4.0,Michigan,RFC,East North Central,cold,-0.5,11525.0,intentional attack,,,9.95,7858010.0,4783420.0,74.57,2034.1,6.41,8716,394564,2.20902058981559,9876589.0,2011-04-21 19:00:00,2011-04-29 19:05:00
2006.0,2.0,Michigan,RFC,East North Central,cold,-0.6,6420.0,severe weather,100.0,252089.0,7.62,8528059.0,4826640.0,74.57,2034.1,6.41,8403,425821,1.97336439489833,10036081.0,2006-02-16 12:00:00,2006-02-20 23:00:00
